Wavelength	Reflectance
334.421	0.2657817418896046
334.5891	0.25449041057700367
334.7573	0.2468200589773252
334.9254	0.25941228677084577
335.0935	0.25100463574631554
335.2616	0.24151075365109217
335.4297	0.23052651715457514
335.5978	0.24702484287904874
335.7659	0.25148639590822114
335.934	0.2672223198009074
336.1021	0.2978736866617313
336.2701	0.2594771744639781
336.4382	0.2524751649797711
336.6063	0.2527779720969921
336.7744	0.27463255950571785
336.9424	0.27424200464170323
337.1105	0.2852895119601036
337.2785	0.2753448433423348
337.4466	0.25942678088847154
337.6146	0.2575286645398844
337.7827	0.2568602003402403
337.9507	0.2567809375211993
338.1187	0.24836707952302903
338.2867	0.23777892246444712
338.4548	0.24340139746031977
338.6228	0.2478197976753979
338.7908	0.24265463656354186
338.9588	0.24436606375800263
339.1268	0.2631595503067644
339.2948	0.24560060967953187
339.4628	0.23547052467691573
339.6308	0.232525025518787
339.7988	0.2294751502469378
339.9667	0.22386473251846278
340.1347	0.21949366833481043
340.3027	0.22658755965470292
340.4707	0.23633062608035066
340.6386	0.24540432647140137
340.8066	0.24353234488811487
340.9745	0.24650731326133068
341.1425	0.23641986265723358
341.3104	0.24015394035130605
341.4784	0.24564924410292308
341.6463	0.2386016215481359
341.8142	0.23041845595196184
341.9821	0.22660231161584823
342.1501	0.2290297692173397
342.318	0.23924403899676108
342.4859	0.2465101591760031
342.6538	0.23648989557230043
342.8217	0.23676376493922655
342.9896	0.24062476317277054
343.1575	0.23017109724104776
343.3254	0.2243913837504497
343.4933	0.23738310830618625
343.6612	0.23744908036709392
343.829	0.24703994939722249
343.9969	0.25709448615759867
344.1648	0.2736250306349955
344.3326	0.2505377615546758
344.5005	0.25292847156875037
344.6683	0.24246635146053422
344.8362	0.24257667778960237
345.004	0.23437305556578014
345.1719	0.24479240864748025
345.3397	0.2393103111357565
345.5075	0.23350768487549933
345.6754	0.24312054440102407
345.8432	0.24781763412526145
346.011	0.23864446723608404
346.1788	0.23936598295232067
346.3466	0.2332127652885102
346.5144	0.23638157467406937
346.6822	0.23888606143041377
346.85	0.24025392704727577
347.0178	0.22958894777769592
347.1856	0.2274985577177846
347.3534	0.23477482723644774
347.5211	0.2452444936354861
347.6889	0.23110055899272772
347.8567	0.2350714889802314
348.0244	0.22735965611606085
348.1922	0.23080423889851556
348.3599	0.22098726329267468
348.5277	0.2289873549544786
348.6954	0.22700771613892523
348.8632	0.22928653681041025
349.0309	0.23098889047175258
349.1986	0.2396189415495929
349.3663	0.2342627249644123
349.5341	0.2272454885955596
349.7018	0.23016204625667927
349.8695	0.23011069911465623
350.0372	0.22172417890385987
350.2049	0.20939713610939648
350.3726	0.20660920885342735
350.5403	0.21584938792656186
350.7079	0.22257039907783321
350.8756	0.2168429427873584
351.0433	0.22496660017129497
351.211	0.22679626176652956
351.3786	0.21730242549440373
351.5463	0.21416197666962833
351.714	0.21772618823829887
351.8816	0.21555218397510933
352.0493	0.22022010907319586
352.2169	0.22998901758541035
352.3846	0.23301273114418847
352.5522	0.23465224503215798
352.7198	0.2221186023973385
352.8875	0.2187219590356671
353.0551	0.22593528037598465
353.2227	0.21845424503988353
353.3903	0.21295311784037702
353.5579	0.21418657319832352
353.7255	0.21530992100305213
353.8931	0.21453729800642848
354.0607	0.21074877094248157
354.2283	0.20532215757669905
354.3958	0.21817521000445206
354.5634	0.21314109537298
354.731	0.22027034696209918
354.8986	0.22049127953632883
355.0661	0.2154534203404084
355.2337	0.2228828361796703
355.4012	0.21309225932383147
355.5688	0.22242067698684942
355.7363	0.21900862177417327
355.9039	0.22126277295295443
356.0714	0.2218048295844231
356.239	0.21968537555194229
356.4065	0.22122078539534468
356.574	0.23029722226325622
356.7415	0.23340287382855074
356.909	0.2406406273484195
357.0765	0.24153365767797788
357.244	0.23157384734527345
357.4115	0.22072378757238195
357.579	0.21874946768644635
357.7465	0.22538586296873342
357.914	0.23002130509179683
358.0815	0.2419488554296792
358.249	0.2601713974708241
358.4164	0.2570962876934705
358.5839	0.25421611638062924
358.7513	0.2325569403007016
358.9188	0.21235143857266764
359.0862	0.20800280850807557
359.2537	0.21060976074867468
359.4211	0.20730346244146958
359.5886	0.21149326120412262
359.756	0.2109591880410606
359.9234	0.20890390018354876
360.0909	0.20731870021667195
360.2583	0.20955181834503944
360.4257	0.21782641160327562
360.5931	0.21399098644787337
360.7605	0.21538530077643997
360.9279	0.22970660207670351
361.0953	0.2250999497346937
361.2627	0.2198691233291639
361.4301	0.2181724318785491
