Wavelength	Reflectance
334.421	0.11308834389539824
334.5891	0.11357019058663372
334.7573	0.11178633110255545
334.9254	0.11534076001121674
335.0935	0.11356177094673325
335.2616	0.1124447725659303
335.4297	0.1053448887232202
335.5978	0.10994832421551981
335.7659	0.11554010108734789
335.934	0.12672899481850303
336.1021	0.13653789350560722
336.2701	0.1343341315297597
336.4382	0.1245920596260532
336.6063	0.1199560168452368
336.7744	0.1331711796806839
336.9424	0.1397923456547385
337.1105	0.13658335270971778
337.2785	0.13181511977383253
337.4466	0.10445867219674002
337.6146	0.1065224590508566
337.7827	0.1174526868214678
337.9507	0.11576317072834728
338.1187	0.12419213308435557
338.2867	0.11449746358632101
338.4548	0.10548936307950348
338.6228	0.09789890711416636
338.7908	0.10652631740301746
338.9588	0.10544084073633204
339.1268	0.11146562949045856
339.2948	0.10779162855169919
339.4628	0.11004639650589161
339.6308	0.10073729996705194
339.7988	0.09565486262323256
339.9667	0.0889246554922005
340.1347	0.0895720034578604
340.3027	0.09579476319624548
340.4707	0.10275164381068919
340.6386	0.09744846776977378
340.8066	0.09941429264380691
340.9745	0.09937473541367435
341.1425	0.09822557903727056
341.3104	0.10009807031544783
341.4784	0.09567773729750828
341.6463	0.09946265914291938
341.8142	0.0952171822503514
341.9821	0.08870739116177119
342.1501	0.09229288305633598
342.318	0.08427378568731642
342.4859	0.09412135537871164
342.6538	0.09643995255160225
342.8217	0.09577472384914447
342.9896	0.09383750580565886
343.1575	0.09243688346965939
343.3254	0.09670027638364152
343.4933	0.10689623496711567
343.6612	0.10749082430194896
343.829	0.11090123673887324
343.9969	0.12296692499724292
344.1648	0.1354515694845321
344.3326	0.12677474951780873
344.5005	0.12920394046575456
344.6683	0.11534795379636598
344.8362	0.09811366943320457
345.004	0.09282730543094535
345.1719	0.09093944328527101
345.3397	0.0916933133346817
345.5075	0.09752626075588217
345.6754	0.09780110207186375
345.8432	0.10662863846290155
346.011	0.11035750901858882
346.1788	0.11030580650154599
346.3466	0.10357997544443323
346.5144	0.09746770323125319
346.6822	0.09778584841571335
346.85	0.09833410752220789
347.0178	0.09444608876110644
347.1856	0.09111869856471719
347.3534	0.09953185669990113
347.5211	0.1138213084977496
347.6889	0.10137776068705878
347.8567	0.09330260955288776
348.0244	0.09398674808183542
348.1922	0.0922910103841941
348.3599	0.09019054842709573
348.5277	0.08920918265405478
348.6954	0.08758591128544618
348.8632	0.09328135473810852
349.0309	0.10179493820306591
349.1986	0.09844167830979823
349.3663	0.09823702508586606
349.5341	0.09467781308352137
349.7018	0.08852322685774612
349.8695	0.08834148669949862
350.0372	0.08418885699274842
350.2049	0.08280637426024613
350.3726	0.07731897029530807
350.5403	0.07522511118419566
350.7079	0.07651952921880538
350.8756	0.07868973011809538
351.0433	0.08458024383238476
351.211	0.0867571343890253
351.3786	0.0837917331349552
351.5463	0.08687127657471795
351.714	0.08422234532198282
