Wavelength	Reflectance
334.421	0.04163507856604236
334.5891	0.043136184695793965
334.7573	0.04075972068804647
334.9254	0.0390816696296721
335.0935	0.0409967006560909
335.2616	0.03892304139924937
335.4297	0.033285456185358574
335.5978	0.04013408313946663
335.7659	0.041290635131012464
335.934	0.035242946920284145
336.1021	0.043621705610987764
336.2701	0.03741604062661388
336.4382	0.04115819137000646
336.6063	0.04593514926511855
336.7744	0.04443707071760375
336.9424	0.0406532727619352
337.1105	0.04355271606317414
337.2785	0.043248150459504676
337.4466	0.03971503893539968
337.6146	0.036061785024557015
337.7827	0.042668844693126824
337.9507	0.038896812195572734
338.1187	0.039288126222419444
338.2867	0.02448967632038951
338.4548	0.029857763186924707
338.6228	0.043665024646873656
338.7908	0.03531154136568831
338.9588	0.03013797525018289
339.1268	0.0337741228850149
339.2948	0.0366265132865015
339.4628	0.040546491154621535
339.6308	0.03703114523046198
339.7988	0.03334265112666017
339.9667	0.02786248747005879
340.1347	0.029340841700491355
340.3027	0.02819630323844188
340.4707	0.025925288152789636
340.6386	0.03338069763118829
340.8066	0.028794221439650665
340.9745	0.02942666694481676
341.1425	0.03235401599207585
341.3104	0.030651833521461024
341.4784	0.03887683318002221
341.6463	0.025015296827791494
341.8142	0.033203237870101536
341.9821	0.03253613727878733
342.1501	0.030115606147987438
342.318	0.03505225983906023
342.4859	0.032036713958985136
342.6538	0.03676787549933083
342.8217	0.032181835731661994
342.9896	0.03590790783643385
343.1575	0.03393500987578457
343.3254	0.02824174645022922
343.4933	0.027936651100142925
343.6612	0.036728946570350446
343.829	0.03838194620881095
343.9969	0.04872126989689985
344.1648	0.05582706344893392
344.3326	0.05145262898469217
344.5005	0.0367720461307665
344.6683	0.033697133153276264
344.8362	0.030902180758365923
345.004	0.03173382644578611
345.1719	0.03629489007790562
345.3397	0.03570925784513659
345.5075	0.033380566111208085
345.6754	0.03582095458411041
345.8432	0.034277810834042424
346.011	0.03302397719349378
346.1788	0.03998508944808294
346.3466	0.03413129305382203
346.5144	0.028526539611319197
346.6822	0.026788038378925825
346.85	0.032409167333479455
347.0178	0.03260071346551329
347.1856	0.03400730487671061
347.3534	0.03780680044413691
347.5211	0.03597963680585631
347.6889	0.02649644041079343
347.8567	0.03639149773645832
348.0244	0.035254481361095866
348.1922	0.03313400064465956
348.3599	0.03297411688506896
348.5277	0.024833808398556926
348.6954	0.021245660472962197
348.8632	0.02952001364279838
349.0309	0.029006484464294557
349.1986	0.02778702291775377
349.3663	0.021823210890993597
349.5341	0.024966424554826613
349.7018	0.029329100070883914
349.8695	0.029464838017470792
350.0372	0.027447328215342227
350.2049	0.02578974874026643
350.3726	0.030853214527871577
350.5403	0.027472443800492057
350.7079	0.027584397495676156
350.8756	0.01834528733962809
351.0433	0.021463893653939522
351.211	0.03344675272946109
351.3786	0.03099530830123931
351.5463	0.023816567045842632
351.714	0.02895900828723039
351.8816	0.026409311558660515
352.0493	0.02473687429273789
352.2169	0.031985847471619026
352.3846	0.026725178705923815
352.5522	0.03588705580606462
352.7198	0.025568729400724112
352.8875	0.031216587576709375
353.0551	0.029678268262017863
353.2227	0.02570216773211506
353.3903	0.025178600582126082
353.5579	0.024456682613880214
353.7255	0.024581136000139836
353.8931	0.024523847023038368
354.0607	0.026008844207698813
354.2283	0.028229331646499625
354.3958	0.03140151525530544
354.5634	0.02824893237026166
354.731	0.027468621094937657
354.8986	0.023857120006782945
355.0661	0.02571815650396378
355.2337	0.024435490811341855
355.4012	0.027729212892590116
355.5688	0.03012907882222877
355.7363	0.03040874721704214
355.9039	0.02661202659336791
356.0714	0.026086277536549414
356.239	0.02624307467139885
356.4065	0.025744253589689976
356.574	0.030895800414611263
356.7415	0.025306917038112626
356.909	0.03246959036226553
357.0765	0.032411889921635996
357.244	0.03416927852927741
357.4115	0.029004560644448632
357.579	0.0282329818976953
357.7465	0.02860053594287828
357.914	0.0273085548868295
358.0815	0.03338249674677829
358.249	0.03112991983400547
358.4164	0.031205518211285584
358.5839	0.039567011670198236
358.7513	0.03093331970601329
358.9188	0.031751735110206604
359.0862	0.024822247472965346
359.2537	0.022003094695964523
359.4211	0.021690425585345365
359.5886	0.018284238006909346
359.756	0.019657541684327328
359.9234	0.023961051196512324
360.0909	0.02395432614361197
360.2583	0.02397873955938586
360.4257	0.019816650186913483
360.5931	0.020750605299605502
360.7605	0.027225996894078206
360.9279	0.02828814699316112
361.0953	0.028265403713284565
361.2627	0.026077949672890698
361.4301	0.025918980816751605
361.5974	0.023321724028075443
361.7648	0.025570143330431352
361.9322	0.02782461639970721
362.0995	0.02126204946324713
362.2669	0.02613528220319249
362.4343	0.029476143182083532
362.6016	0.021812832551472282
362.769	0.024906610270533393
362.9363	0.027087816677665764
363.1036	0.02681762971224443
363.271	0.024429961504388333
363.4383	0.027610642111246683
363.6056	0.024117317526092308
363.7729	0.02184654062462919
363.9402	0.02209644909309936
364.1075	0.02163853541176154
364.2748	0.020528295387015068
364.4421	0.023889137702659744
364.6094	0.025477449907310643
364.7767	0.02892360142740138
364.944	0.0238958924003548
365.1113	0.023612827142419614
365.2786	0.025485558587224455
365.4458	0.02257266694673102
365.6131	0.0215453712353886
365.7803	0.023016079519823193
365.9476	0.022734152167239664
366.1148	0.020878883033305817
366.2821	0.023368287016521327
366.4493	0.021408582180263005
366.6166	0.01956946417948255
366.7838	0.02243387748915953
366.951	0.019644075309930734
367.1182	0.016173256962714773
367.2855	0.01736148451260534
367.4527	0.020094769145618047
367.6199	0.019358563155698397
367.7871	0.024219592394242758
